# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
NA,0.355462688952684
0.033373303944245,0.817368486197665
0.847740447381511,0.718513515079394
0.675210041925311,0.105556733207777
0.456783008761704,0.848761243280023
0.573988544521853,NA
NA,NA
0.392352813621983,0.699655709089711
0.419083333574235,0.937553426017985
0.648085504770279,0.465591893298551
0.800986102083698,0.238543984713033
NA,0.449755716603249
0.0992545261979103,0.0169968665577471
NA,0.0634736600331962
0.861252429429442,0.84180121589452
0.452309494139627,0.685821896418929
0.821013505803421,0.0191907023545355
0.782686373451725,NA
0.325906822923571,0.949457789771259
0.385535543086007,NA
0.267586553003639,0.595816406887025
0.873149321647361,0.309583658119664
