# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
0.409921662416309,0.637457872275263
0.45842462638393,NA
NA,0.681778632104397
0.876655915053561,0.93080910644494
0.674020637990907,0.269071305403486
0.422048773849383,NA
0.630725389812142,0.326773110311478
0.452857756288722,0.381706772837788
0.452414169674739,0.968630732037127
0.230178227415308,0.534435418667272
NA,0.126222674967721
0.286464251345024,0.85520682670176
0.521538391942158,0.0503287191968411
0.0650144105311483,0.584268249804154
0.102349556516856,0.585031071444973
0.91475983383134,NA
0.318611174589023,0.840769631555304
0.903568566776812,0.342382528353482
0.140409926185384,0.0988533021882176
0.656433641444892,0.089392501860857
0.119816144928336,0.413327004993334
0.901073266752064,0.605858659371734
NA,0.973069144878536
0.0871804282069206,0.381665684981272
0.82763694319874,0.585187211167067
0.715208414942026,0.0613826625049114
0.575012701796368,0.732916102278978
0.14581588935107,NA
0.173045112052932,0.183838876429945
0.465883845463395,0.881284722825512
NA,0.448643967043608
NA,NA
0.249253819696605,0.649416982196271
0.0293767878320068,0.888406208949164
0.342961938818917,0.547841780120507
0.101014995248988,0.868741473881528
0.120032387319952,0.0334882489405572
0.196930664824322,0.525122387800366
0.0502829479519278,0.125599398976192
0.369161017471924,0.78415273106657
NA,0.365794802084565
0.243408601498231,0.351139842998236
0.618744467617944,0.110537576489151
0.133802791591734,0.95412741182372
0.84599534003064,NA
0.919327441137284,0.671365800779313
