# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
0.110184486489743,0.265911478549242
0.935912192100659,NA
0.961089481599629,0.540515508968383
NA,0.883963114582002
0.242927744751796,0.505028536077589
0.736876690760255,0.365998374531046
0.969933791086078,0.582040858455002
0.479737419402227,0.985539052868262
0.0893988283351064,0.686107732355595
0.811954392818734,0.0567006776109338
NA,0.0729888777714223
0.485794482752681,0.749700972810388
0.716250454774126,0.131236501503736
0.466309017734602,NA
0.575537188211456,0.274979621171951
0.977080188225955,0.562617843039334
0.360861436929554,0.562984858639538
0.765760213136673,0.0237056899350137
0.0325958104804158,0.649292698828503
0.541443670168519,0.752753011183813
0.496154537424445,0.849420430604368
0.995095619000494,NA
NA,0.384068264160305
0.526508764596656,0.931186888599768
0.913533004699275,0.813937498256564
0.898218329064548,0.422860307851806
0.391733021009713,0.128950086655095
0.024792265612632,0.730518067022786
0.847313070204109,0.265597621677443
0.00922893080860376,0.157525034388527
0.44597047381103,0.440112055744976
0.532145973294973,0.847166397375986
0.72190790832974,0.335596607299522
0.0107157882302999,0.479801503708586
NA,0.479150723665953
0.559145586797968,0.996793600730598
0.955291238846257,0.227115686051548
0.858535134000704,0.765624641440809
0.257007265463471,NA
0.436207543825731,0.404288541758433
0.592189623275772,0.888777086744085
NA,0.790576234227046
0.890354580245912,0.0708086071535945
0.37289551878348,0.161429699277505
0.397227948298678,0.403045753017068
0.166997141204774,NA
0.615497308084741,0.973920424235985
0.503681309521198,0.964147502090782
0.502591061405838,0.931021224008873
