# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
0.563944243593141,0.0611596500966698
0.216588037321344,0.986068895552307
0.373533720383421,0.737082328414544
0.324478465830907,0.111900565214455
0.86878855433315,0.384552856208757
0.0054594106040895,0.159460213733837
0.809956725453958,0.841135539580137
0.931886640144512,0.307656376855448
0.659395912196487,0.781513996655121
0.956733994185925,0.542646858142689
0.834192061563954,0.174854371231049
0.18340740329586,0.552772318711504
0.208563247928396,NA
0.615985919721425,0.876946587814018
0.802576606394723,0.256067590089515
0.631329118972644,0.534708667546511
0.633833064697683,0.22327799606137
NA,NA
0.332277242094278,0.165144597413018
0.721722250571474,NA
NA,0.338492534821853
0.492797774961218,0.72915977332741
0.884881018893793,0.709350223885849
0.953032840508968,0.446958450134844
0.839359080186114,0.252742526587099
0.438833837630227,0.617416674969718
0.996520313667133,0.252043891465291
0.906761416932568,0.466164400801063
0.817856744863093,0.292258918518201
NA,0.799506031675264
0.203353598481044,0.832143913256004
0.104583553737029,NA
0.0546538240741938,NA
0.946243878686801,0.953237197827548
NA,0.353923994814977
0.960692683700472,0.746566475136206
0.569402298657224,0.610541239148006
0.243119273567572,0.510149292647839
0.203759259078652,0.863167315721512
0.443989305291325,0.84085620730184
0.767755646724254,0.118390729418024
0.968852882506326,0.912860346725211
0.771298729348928,0.812365509336814
0.750413676491007,0.506611504592001
0.123169812606648,0.684401210863143
0.627611819421872,0.451845818199217
0.932862810790539,0.0224957098253071
0.474890753859654,0.293965428834781
0.978024922776967,0.0304898736067116
0.857816122705117,0.103336079977453
0.0562049408908933,0.817286411765963
0.62945528072305,0.136562413536012
0.867260866099969,0.904340577078983
0.421310736564919,0.48596605937928
0.931867035338655,0.264250113628805
0.792557397857308,0.469918719725683
0.376556549454108,0.402892941609025
0.763613251503557,0.587046747328714
0.962931740563363,0.844249091111124
0.35997630446218,0.0466803978197277
0.084806116996333,0.525610619224608
0.587151709478348,0.0125306774862111
0.620390914846212,0.876265368191525
0.997613921994343,0.0637753373011947
0.424095823196694,0.404653133591637
0.235252591548488,0.413265957729891
0.0800569669809192,0.369802846806124
0.820981730008498,0.0428101473953575
0.378329615341499,NA
NA,0.138897514436394
0.868656394770369,0.679150142008439
0.667915180558339,0.127288762712851
NA,0.996838889783248
0.478956248844042,0.293644001241773
0.553425126243383,0.138412936823443
0.778663071105257,0.0336906821466982
0.420699814567342,0.772417086176574
0.351515711983666,0.533408980583772
0.90456598601304,0.811929143033922
0.566587161039934,0.864780556410551
0.807862949091941,0.0767588966991752
0.216004952089861,0.284538223175332
0.0391784342937171,0.738185145892203
0.920541448285803,0.773729641456157
0.236507446272299,0.841495448024943
0.548520378069952,0.29605463379994
0.364637713413686,0.633316265884787
0.995132293784991,0.344741084147245
