# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
0.310354406945407,0.784373766742647
0.076964485226199,0.574898753548041
0.705328177427873,0.679345958167687
0.409284805646166,0.481879323720932
0.041744073620066,0.289959637448192
0.577767253387719,0.490477631334215
0.453363544307649,0.961227224906906
0.888875236501917,0.306130994576961
0.780190525343642,0.295545983593911
0.143606094177812,0.881784240249544
0.969606676371768,0.0731931203044951
0.713943890994415,0.366695231059566
0.103915074840188,0.458649308187887
0.252233184874058,0.446552664041519
0.0489116087555885,0.920330120250583
0.155034785391763,0.662497135344893
0.54289050376974,0.422321611549705
0.889109507203102,0.974473899928853
NA,0.1751886124257
0.300219024531543,0.546255226479843
0.612191390478984,0.0101702257525176
0.293179083615541,0.32632960868068
0.615087677491829,0.231836077524349
0.303574125282466,0.297058655647561
0.870441565522924,0.4730813074857
0.650245895143598,0.0219710334204137
0.975246745161712,0.450301015982404
0.755418605869636,0.0181488124653697
0.0870863900054246,0.662718974752352
0.405021899146959,0.150351123418659
0.773138785734773,NA
0.362767413957044,0.68631769134663
0.366084259701893,0.0136416626628488
0.287052696337923,0.737294132821262
0.302331245969981,0.401446167379618
0.696890402352437,0.322027299785987
0.796873707789928,0.225172314560041
0.479670026339591,0.441103127319366
0.0935134738683701,0.860706414794549
0.0801152398344129,0.0221321627032012
0.659335653064772,0.0994049645960331
0.0852514340076596,0.838174954988062
0.857957276981324,0.578518534777686
0.902648946968839,0.878547956468537
0.676231107441708,0.99790739454329
0.901523364940658,0.649238346144557
0.711534916190431,NA
NA,0.150475490605459
0.247724738903344,0.729347567306831
0.988286210689694,0.845991705777124
0.599095892626792,0.984577105846256
0.192770412191749,0.378141358727589
0.207672560820356,0.46312716184184
0.016956060891971,0.753331231651828
