# Simulated random data file for batch processing
# timestamp: 2020-04-13 12:25:03
# JLW
#-------------------------------------------------

"var_x","var_y"
0.74150814418681,0.142508217133582
0.569191766204312,0.0937848614994437
0.389966142131016,0.609345784178004
0.522015623748302,0.509510366711766
0.148915502475575,0.655198593623936
0.321537411306053,0.110577684827149
0.190509746549651,0.717940412927419
0.296148980269209,0.488169862888753
0.828268703306094,0.47238696157001
0.0835574844386429,0.719259550562128
0.0522675355896354,0.488519142847508
0.348452888196334,0.550109340110794
0.776133418316022,0.918625070247799
0.883738931734115,0.0279715803917497
0.397991557372734,0.276919196126983
0.414420424727723,0.427669444819912
0.327632397413254,0.94363305112347
0.225161544512957,0.261266977293417
0.339087330037728,0.058397943386808
0.493487678235397,0.714374442119151
0.47162624495104,0.167859352193773
0.397257665870711,0.280391785549
0.749363580020145,0.595589866861701
0.237620076630265,0.751498093595728
0.876042915973812,0.153955249581486
0.134212742326781,0.377698716009036
0.928588602691889,0.793001547222957
0.754527727141976,0.732400371460244
0.340206293389201,NA
0.31685886811465,0.597475831862539
0.924044364830479,0.950167862698436
0.951590982498601,0.0592655774671584
0.250987549079582,0.746143823489547
0.187351504573599,0.607129375450313
NA,0.365230472991243
0.671665715519339,0.206675965338945
0.00582667184062302,0.542211109539494
NA,0.988050542073324
0.413919934304431,0.109367059543729
0.81714814552106,0.290573708713055
0.378935580141842,0.0637688906863332
0.963951127836481,0.197259155567735
0.350122007075697,0.805012881522998
0.956586372340098,NA
0.615004775580019,0.317584009375423
0.261185664217919,0.537855201167986
