# Summary stats forbatch processing of regression models
# timestamp: 2020-04-07 14:51:37
"ID","file_name","slope","p_val","r2"
1,"randFile013.csv",-0.0774109132565546,0.686928740953738,0.00549015414990527
2,"randFile014.csv",-0.0420118934765975,0.793157702679098,0.00211305723696919
3,"randFile015.csv",0.329059659704447,0.177385106598739,0.135293963743653
4,"randFile016.csv",0.264810651586904,0.265734811909616,0.0535443324311479
5,"randFile017.csv",0.033754613798946,0.851769354914898,0.00126869726536417
6,"randFile018.csv",-0.153532393596855,0.357026705859061,0.0303708851489014
7,"randFile019.csv",-0.00218528947617779,0.987634878597754,5.52118473887765e-06
8,"randFile020.csv",0.0751769176576477,0.604540872179291,0.00369239959891039
9,"randFile021.csv",0.163094656243914,0.379146776294327,0.020412260716644
10,"randFile022.csv",0.0255683784049719,0.87572903581737,0.000457005815990129
11,"randFile023.csv",-0.0658699587176528,0.680772861798697,0.00519372686564394
12,"randFile024.csv",-0.0830686750795961,0.585244939319994,0.00667003933554441
13,"randFile025.csv",0.119875343482685,0.472385601569652,0.0133218746874671
14,"randFile026.csv",-0.045336869376647,0.647440423685788,0.00323716249198462
15,"randFile027.csv",-0.166364090515271,0.288265708646809,0.03409802456815
16,"randFile028.csv",-0.0719062267390234,0.827572188225349,0.00411313981798565
17,"randFile029.csv",0.132762899202162,0.544252742195391,0.0155217285842617
18,"randFile030.csv",0.0759469241597077,0.772118197014343,0.00725962255158287
19,"randFile031.csv",0.206866152492295,0.278540578278919,0.0969438688819677
20,"randFile032.csv",0.0917382122293238,0.720648879141254,0.00727725106935133
21,"randFile033.csv",-0.148755792553321,0.398778873312582,0.0238426536163507
22,"randFile034.csv",0.1143578358848,0.349438329286502,0.0153752910333819
23,"randFile035.csv",-0.0034864393498114,0.974586241136648,1.7648853301962e-05
24,"randFile036.csv",-0.623285656436299,0.0196473422779931,0.471276494344115
25,"randFile037.csv",-0.304394623662819,0.106218308546208,0.0794878354623259
26,"randFile038.csv",-0.200329550319231,0.444252557275784,0.0281363960841969
27,"randFile039.csv",-0.232532457165596,0.173831541770109,0.0521908315855645
28,"randFile040.csv",-0.187702476383499,0.49277872967319,0.023828167164682
29,"randFile041.csv",0.0144824175247458,0.886094311021266,0.000226711073448858
30,"randFile042.csv",-0.171235444657502,0.14540685702549,0.0355848277940022
31,"randFile043.csv",0.139195073177963,0.205123048265015,0.0249656104921497
32,"randFile044.csv",0.497662250928001,0.0682848591583163,0.164333463623301
33,"randFile045.csv",-0.206552824203432,0.230336695340069,0.044640034226684
34,"randFile046.csv",-0.143042467637953,0.490130979348346,0.0178071152096789
35,"randFile047.csv",0.150649755302444,0.635352882096063,0.0211632429419483
36,"randFile048.csv",-0.167176634148377,0.160670545854455,0.0291576209010485
37,"randFile049.csv",0.0889494381995327,0.602660162840328,0.0119691053201562
38,"randFile050.csv",0.122687587224952,0.382875633021584,0.0200983098321687
39,"randFile051.csv",-0.121453984356577,0.414560141786502,0.0155398387445024
40,"randFile052.csv",-0.193208947837481,0.410607193760215,0.0455868575300724
41,"randFile053.csv",-0.191130272618206,0.285459051938259,0.0316232426717082
42,"randFile054.csv",-0.106161191679572,0.667457594342075,0.012641781394029
43,"randFile055.csv",-0.0755789171135366,0.642297136194078,0.00589294441360055
44,"randFile056.csv",0.452527044271938,0.0129570339879232,0.239847621595239
45,"randFile057.csv",-0.270647731397073,0.141867375092945,0.062363790372249
46,"randFile058.csv",0.110518257412805,0.31376281848424,0.0109103172116718
47,"randFile059.csv",0.213737771098772,0.0812485029592539,0.0867251768262065
48,"randFile060.csv",-0.0349911046588632,0.747733887377867,0.00125307061526882
49,"randFile061.csv",-0.0522972906616498,0.708786135412375,0.00246574632323786
50,"randFile062.csv",-0.140609613662561,0.559872062249648,0.0192282568676781
51,"randFile063.csv",0.101107043295414,0.493119751281691,0.00827864969008016
52,"randFile064.csv",-0.263676425617549,0.0168874034038918,0.0886285495179154
53,"randFile065.csv",-0.140303170176831,0.225385360801739,0.0197972985833787
54,"randFile066.csv",-0.0304547590807863,0.774521803811427,0.000877274169127831
55,"randFile067.csv",0.127761811264371,0.235219468722164,0.015619586505863
56,"randFile068.csv",0.0907528822403764,0.362383293525568,0.0120377452447887
57,"randFile069.csv",-0.273582417727794,0.142980256560114,0.0750349115200833
58,"randFile070.csv",0.161811144079161,0.0958033024326576,0.0312052125221727
59,"randFile071.csv",0.160460076761113,0.251582408018251,0.0226002414203396
60,"randFile072.csv",0.139550767209452,0.281575816498087,0.0167834822895085
61,"randFile073.csv",-0.315373128281057,0.0653681457109721,0.0888185481893274
62,"randFile074.csv",-0.249600580307233,0.0930370268285267,0.0588571859524656
63,"randFile075.csv",-0.208768250219202,0.518980825367854,0.0248793009114774
64,"randFile076.csv",0.133364370831981,0.587387559761846,0.00960599772175043
65,"randFile077.csv",-0.102767366574393,0.615980985542031,0.0106448617549016
66,"randFile078.csv",-0.154700335624067,0.183334749394246,0.0255128099878401
67,"randFile079.csv",-0.0129121938678267,0.948670115587596,0.000135854023529468
68,"randFile080.csv",0.106361592753468,0.336668436871418,0.013993405788487
69,"randFile081.csv",-0.118401707322391,0.684107445591519,0.0172493585660913
70,"randFile082.csv",-0.072503077861117,0.515676697694428,0.00732112163643772
71,"randFile083.csv",-0.205968537136735,0.0615000028729941,0.0527623060514254
72,"randFile084.csv",-0.079789590874332,0.411392016416957,0.00742820335515741
73,"randFile085.csv",0.165546538953327,0.360767636095825,0.0239153916826391
74,"randFile086.csv",0.0675880041824928,0.604067874793441,0.00365178262556264
75,"randFile087.csv",0.0789966350351943,0.570214739785454,0.00506292377601683
76,"randFile088.csv",0.0252054073138376,0.9293361547187,0.000541886651921641
77,"randFile089.csv",0.100350576354433,0.537339114169933,0.0095856456416735
78,"randFile090.csv",-0.0830849709868007,0.796301777739759,0.00697980871066905
